import time: self [us] | cumulative | imported package
import time:       507 |        507 |                               jedi.inference.gradual.utils
import time:      1457 |     264880 |                             jedi.api
import time:      1074 |       1074 |                               jedi.plugins.stdlib
import time:       476 |        476 |                               jedi.plugins.flask
import time:       566 |        566 |                               jedi.plugins.pytest
import time:       760 |        760 |                               jedi.plugins.django
import time:       797 |       3672 |                             jedi.plugins.registry
import time:      1073 |     269625 |                           jedi
import time:      4051 |     284119 |                         IPython.core.completer
import time:       599 |        599 |                         IPython.terminal.ptutils
import time:       710 |        710 |                           IPython.terminal.shortcuts.auto_match
import time:      1239 |       1239 |                             IPython.terminal.shortcuts.filters
import time:       719 |       1958 |                           IPython.terminal.shortcuts.auto_suggest
import time:       542 |        542 |                           IPython.lib.clipboard
import time:      3663 |       6871 |                         IPython.terminal.shortcuts
import time:       632 |        632 |                         concurrent.futures.thread
import time:       696 |     292915 |                       IPython.terminal.debugger
import time:       746 |        746 |                       IPython.terminal.magics
import time:       681 |        681 |                       IPython.terminal.pt_inputhooks
import time:       707 |        707 |                       IPython.terminal.prompts
import time:      1880 |     420510 |                     IPython.terminal.interactiveshell
import time:       835 |        835 |                         IPython.core.magics.auto
import time:      3310 |       3310 |                         IPython.core.magics.basic
import time:      1233 |       1233 |                               http
import time:      1262 |       1262 |                                 email.feedparser
import time:       605 |       1867 |                               email.parser
import time:      1428 |       4527 |                             http.client
import time:       654 |        654 |                               urllib.response
import time:       611 |       1265 |                             urllib.error
import time:       619 |        619 |                             nturl2path
import time:      1673 |       8083 |                           urllib.request
import time:       504 |        504 |                           IPython.utils.contexts
import time:      1193 |       9780 |                         IPython.core.magics.code
import time:       719 |        719 |                         IPython.core.magics.config
import time:      1511 |       1511 |                         IPython.core.magics.display
import time:        62 |         62 |                             _lsprof
import time:       830 |        830 |                             profile
import time:       719 |       1609 |                           cProfile
import time:      1798 |       1798 |                           pstats
import time:       689 |        689 |                           timeit
import time:       505 |        505 |                           IPython.utils.module_paths
import time:       693 |        693 |                             resource
import time:       508 |       1201 |                           IPython.utils.timing
import time:       637 |        637 |                           IPython.core.magics.ast_mod
import time:      4718 |      11153 |                         IPython.core.magics.execution
import time:       694 |        694 |                         IPython.core.magics.extension
import time:      2454 |       2454 |                         IPython.core.magics.history
import time:       658 |        658 |                         IPython.core.magics.logging
import time:       741 |        741 |                         IPython.core.magics.namespace
import time:      1854 |       1854 |                         IPython.core.magics.osm
import time:       719 |        719 |                         IPython.core.magics.packaging
import time:     12669 |      12669 |                         IPython.core.magics.pylab
import time:      2070 |       2070 |                         IPython.core.magics.script
import time:       952 |      50112 |                       IPython.core.magics
import time:       986 |        986 |                       IPython.core.shellapp
import time:       547 |        547 |                         IPython.extensions
import time:       953 |       1500 |                       IPython.extensions.storemagic
import time:      1489 |      54085 |                     IPython.terminal.ipapp
import time:      2612 |     582622 |                   IPython.terminal.embed
import time:       523 |        523 |                   IPython.utils.frame
import time:       914 |     774346 |                 IPython
import time:       894 |        894 |                         comm.base_comm
import time:       831 |       1725 |                       comm
import time:       506 |       2231 |                     ipywidgets.comm
import time:       500 |        500 |                     ipywidgets.widgets.utils
import time:      1489 |       4220 |                   ipywidgets.widgets.widget
import time:      8738 |       8738 |                     ipywidgets.widgets.trait_types
import time:       943 |        943 |                     ipywidgets.widgets.widget_layout
import time:       679 |        679 |                     ipywidgets.widgets.widget_style
import time:       781 |      11140 |                   ipywidgets.widgets.domwidget
import time:       680 |        680 |                   ipywidgets.widgets.valuewidget
import time:       691 |        691 |                   ipywidgets.widgets.widget_core
import time:       959 |        959 |                     ipywidgets.widgets.widget_description
import time:      2235 |       3194 |                   ipywidgets.widgets.widget_bool
import time:      1032 |       1032 |                   ipywidgets.widgets.widget_button
import time:       481 |        481 |                     ipywidgets.widgets.docutils
import time:      1441 |       1922 |                   ipywidgets.widgets.widget_box
import time:      4158 |       4158 |                     ipywidgets.widgets.widget_int
import time:      4043 |       8200 |                   ipywidgets.widgets.widget_float
import time:       799 |        799 |                   ipywidgets.widgets.widget_color
import time:       874 |        874 |                   ipywidgets.widgets.widget_date
import time:      1155 |       1155 |                   ipywidgets.widgets.widget_datetime
import time:       893 |        893 |                   ipywidgets.widgets.widget_time
import time:       785 |        785 |                   ipywidgets.widgets.widget_output
import time:      4458 |       4458 |                   ipywidgets.widgets.widget_selection
import time:      1737 |       1737 |                   ipywidgets.widgets.widget_selectioncontainer
import time:      4127 |       4127 |                   ipywidgets.widgets.widget_string
import time:      1334 |       1334 |                   ipywidgets.widgets.widget_controller
import time:      1053 |       1053 |                   ipywidgets.widgets.interaction
import time:       980 |        980 |                   ipywidgets.widgets.widget_link
import time:      1631 |       1631 |                   ipywidgets.widgets.widget_media
import time:      2450 |       2450 |                   ipywidgets.widgets.widget_tagsinput
import time:      1606 |       1606 |                   ipywidgets.widgets.widget_templates
import time:       887 |        887 |                   ipywidgets.widgets.widget_upload
import time:      1040 |      56875 |                 ipywidgets.widgets
import time:       892 |     841780 |               ipywidgets
import time:       744 |     842524 |             stackview._crop
import time:       547 |        547 |             stackview._slice_viewer
import time:       510 |        510 |             stackview._annotate
import time:       513 |        513 |             stackview._interact
import time:       510 |        510 |             stackview._slice
import time:       503 |        503 |             stackview._curtain
import time:       558 |        558 |             stackview._orthogonal
import time:       525 |        525 |             stackview._side_by_side
import time:       490 |        490 |             stackview._picker
import time:       519 |        519 |             stackview._switch
import time:       512 |        512 |             stackview._colormaps
import time:       497 |        497 |             stackview._imshow
import time:       506 |        506 |             stackview._animate
import time:       474 |        474 |             stackview._display_range
import time:       559 |        559 |             stackview._scatterplot
import time:       487 |        487 |             stackview._grid
import time:       477 |        477 |             stackview._clusterplot
import time:       483 |        483 |             stackview._sliceplot
import time:      1123 |     871271 |           stackview
import time:       499 |        499 |           tomobase.log
import time:       474 |        474 |             tomobase.registrations
import time:       605 |        605 |                     colorama.ansi
import time:       764 |        764 |                       colorama.win32
import time:       598 |       1362 |                     colorama.winterm
import time:       838 |       2803 |                   colorama.ansitowin32
import time:       730 |       3533 |                 colorama.initialise
import time:       786 |       4319 |               colorama
import time:       763 |       5081 |             tomobase.registrations.base
import time:       676 |       6231 |           tomobase.registrations.datatypes
import time:       774 |        774 |                 pytz.exceptions
import time:       609 |        609 |                 pytz.lazy
import time:       654 |        654 |                 pytz.tzinfo
import time:       508 |        508 |                 pytz.tzfile
import time:      1984 |       4526 |               pytz
import time:       699 |        699 |                 dateutil._version
import time:       792 |       1491 |               dateutil
import time:       752 |        752 |                 pandas.compat._constants
import time:       586 |        586 |                 pandas.compat.compressors
import time:       544 |        544 |                     pandas.util
import time:      1398 |       1942 |                   pandas.util.version
import time:       668 |       2609 |                 pandas.compat.numpy
import time:       670 |        670 |                   pyarrow
import time:       529 |       1199 |                 pandas.compat.pyarrow
import time:      1109 |       6253 |               pandas.compat
import time:      3426 |       3426 |                   pandas._typing
import time:       551 |        551 |                   pandas.util._exceptions
import time:      1331 |       5308 |                 pandas._config.config
import time:       575 |        575 |                 pandas._config.dates
import time:       538 |        538 |                 pandas._config.display
import time:       607 |       7027 |               pandas._config
import time:       525 |        525 |                 pandas.core
import time:      1529 |       2053 |               pandas.core.config_init
import time:      1271 |       1271 |                   pandas._libs.pandas_parser
import time:       913 |        913 |                   pandas._libs.pandas_datetime
import time:      1027 |       1027 |                               pandas._libs.tslibs.ccalendar
import time:      1292 |       1292 |                               pandas._libs.tslibs.np_datetime
import time:      6193 |       8512 |                             pandas._libs.tslibs.dtypes
import time:       983 |        983 |                               pandas._libs.tslibs.base
import time:      1299 |       1299 |                                   pandas._libs.tslibs.nattype
import time:       690 |        690 |                                       pandas.compat._optional
import time:       918 |        918 |                                         zoneinfo._tzpath
import time:       578 |        578 |                                         zoneinfo._common
import time:      1575 |       1575 |                                         _zoneinfo
import time:      9957 |      13027 |                                       zoneinfo
import time:       640 |        640 |                                           dateutil.tz._common
import time:       619 |        619 |                                           dateutil.tz._factories
import time:      1072 |       1072 |                                           dateutil.tz.win
import time:      1419 |       3750 |                                         dateutil.tz.tz
import time:       785 |       4534 |                                       dateutil.tz
import time:      3532 |      21782 |                                     pandas._libs.tslibs.timezones
import time:      1398 |       1398 |                                       _strptime
import time:       680 |        680 |                                       pandas._config.localization
import time:      1362 |       3439 |                                     pandas._libs.tslibs.fields
import time:      1678 |      26898 |                                   pandas._libs.tslibs.timedeltas
import time:      1616 |       1616 |                                   pandas._libs.tslibs.tzconversion
import time:       736 |        736 |                                   backports_abc
import time:      1906 |      32453 |                                 pandas._libs.tslibs.timestamps
import time:       713 |        713 |                                 backports_abc
import time:      1056 |       1056 |                                 pandas._libs.properties
import time:      2841 |      37061 |                               pandas._libs.tslibs.offsets
import time:       719 |        719 |                                 backports_abc
import time:       506 |        506 |                                     dateutil._common
import time:      2577 |       3082 |                                   dateutil.parser._parser
import time:       687 |        687 |                                   dateutil.parser.isoparser
import time:       689 |       4458 |                                 dateutil.parser
import time:      1523 |       1523 |                                 pandas._libs.tslibs.strptime
import time:      1562 |       8261 |                               pandas._libs.tslibs.parsing
import time:      1540 |      47843 |                             pandas._libs.tslibs.conversion
import time:      1516 |       1516 |                             pandas._libs.tslibs.period
import time:      1179 |       1179 |                             pandas._libs.tslibs.vectorized
import time:       878 |      59926 |                           pandas._libs.tslibs
import time:        30 |      59956 |                         pandas._libs.tslibs.nattype
import time:       992 |        992 |                         pandas._libs.ops_dispatch
import time:      1224 |      62170 |                       pandas._libs.missing
import time:      2102 |      64272 |                     pandas._libs.hashtable
import time:      2944 |       2944 |                     pandas._libs.algos
import time:      1539 |      68755 |                   pandas._libs.interval
import time:       616 |      71555 |                 pandas._libs
import time:       904 |        904 |                   pandas.core.dtypes
import time:       728 |        728 |                     pyarrow
import time:      1847 |       2574 |                   pandas._libs.lib
import time:      1070 |       1070 |                   pandas.errors
import time:       797 |        797 |                     pandas.core.dtypes.generic
import time:       682 |       1478 |                   pandas.core.dtypes.base
import time:       540 |        540 |                   pandas.core.dtypes.inference
import time:      2670 |       9235 |                 pandas.core.dtypes.dtypes
import time:       895 |        895 |                   pandas.core.dtypes.common
import time:       786 |       1680 |                 pandas.core.dtypes.missing
import time:       630 |        630 |                   pandas.util._decorators
import time:       553 |        553 |                       pandas.io
import time:       765 |       1318 |                     pandas.io._util
import time:       842 |       2160 |                   pandas.core.dtypes.cast
import time:       597 |        597 |                     pandas.core.dtypes.astype
import time:       586 |       1183 |                   pandas.core.dtypes.concat
import time:       643 |        643 |                     pandas.core.array_algos
import time:       752 |        752 |                       pandas.core.common
import time:       644 |       1395 |                     pandas.core.construction
import time:       991 |       3028 |                   pandas.core.array_algos.take
import time:       781 |        781 |                     pandas.core.indexers.utils
import time:       580 |       1360 |                   pandas.core.indexers
import time:      1130 |       9489 |                 pandas.core.algorithms
import time:       814 |        814 |                     pandas.core.arrays.arrow.accessors
import time:       576 |        576 |                       pandas.util._validators
import time:       744 |        744 |                       pandas.core.missing
import time:      1196 |       1196 |                           pandas._libs.ops
import time:       519 |        519 |                           pandas.core.roperator
import time:       577 |        577 |                           pandas.core.computation
import time:      1208 |       1208 |                             pandas.core.computation.check
import time:       829 |       2036 |                           pandas.core.computation.expressions
import time:       488 |        488 |                           pandas.core.ops.missing
import time:       492 |        492 |                           pandas.core.ops.dispatch
import time:       515 |        515 |                           pandas.core.ops.invalid
import time:      1089 |       6909 |                         pandas.core.ops.array_ops
import time:       529 |        529 |                         pandas.core.ops.common
import time:       554 |        554 |                         pandas.core.ops.docstrings
import time:       489 |        489 |                         pandas.core.ops.mask_ops
import time:       736 |       9216 |                       pandas.core.ops
import time:       753 |        753 |                       pandas.core.arraylike
import time:       586 |        586 |                       pandas.core.arrays._arrow_string_mixins
import time:       517 |        517 |                       pandas.core.arrays._utils
import time:      9611 |       9611 |                         pandas.compat.numpy.function
import time:       562 |        562 |                         pandas.core.array_algos.quantile
import time:       683 |        683 |                         pandas.core.sorting
import time:      1000 |      11855 |                       pandas.core.arrays.base
import time:      1951 |       1951 |                         pandas.core.nanops
import time:       525 |        525 |                         pandas.core.array_algos.masked_accumulations
import time:       516 |        516 |                         pandas.core.array_algos.masked_reductions
import time:       541 |        541 |                           pandas.core.util
import time:      1157 |       1157 |                           pandas._libs.hashing
import time:       772 |       2469 |                         pandas.core.util.hashing
import time:      1491 |       6950 |                       pandas.core.arrays.masked
import time:      1031 |       1031 |                         pandas._libs.arrays
import time:       639 |        639 |                           pandas.core.arrays.numeric
import time:       651 |       1290 |                         pandas.core.arrays.floating
import time:       689 |        689 |                         pandas.core.arrays.integer
import time:       505 |        505 |                             pandas.core.array_algos.transforms
import time:      1423 |       1927 |                           pandas.core.arrays._mixins
import time:       537 |        537 |                             pandas.core.strings
import time:       584 |        584 |                             pandas.core.strings.base
import time:       930 |       2049 |                           pandas.core.strings.object_array
import time:       747 |       4722 |                         pandas.core.arrays.numpy_
import time:       879 |       8609 |                       pandas.core.arrays.string_
import time:       539 |        539 |                         pandas.tseries
import time:      1027 |       1566 |                       pandas.tseries.frequencies
import time:      1776 |      43141 |                     pandas.core.arrays.arrow.array
import time:       814 |      44768 |                   pandas.core.arrays.arrow
import time:       675 |        675 |                   pandas.core.arrays.boolean
import time:       730 |        730 |                     pandas.core.accessor
import time:       949 |        949 |                     pandas.core.base
import time:       571 |        571 |                     pandas.io.formats
import time:       694 |        694 |                     pandas.io.formats.console
import time:      1350 |       4291 |                   pandas.core.arrays.categorical
import time:      1248 |       1248 |                     pandas._libs.tslib
import time:       546 |        546 |                       pandas.core.array_algos.datetimelike_accumulations
import time:      1693 |       2239 |                     pandas.core.arrays.datetimelike
import time:       535 |        535 |                     pandas.core.arrays._ranges
import time:       491 |        491 |                     pandas.tseries.offsets
import time:      1022 |       5532 |                   pandas.core.arrays.datetimes
import time:       928 |        928 |                     pandas.core.arrays.timedeltas
import time:      1608 |       2536 |                   pandas.core.arrays.interval
import time:       851 |        851 |                   pandas.core.arrays.period
import time:      1399 |       1399 |                         pandas._libs.sparse
import time:       916 |        916 |                         pandas.io.formats.printing
import time:      1079 |       3393 |                       pandas.core.arrays.sparse.array
import time:       909 |       4301 |                     pandas.core.arrays.sparse.accessor
import time:       560 |       4860 |                   pandas.core.arrays.sparse
import time:       879 |        879 |                   pandas.core.arrays.string_arrow
import time:       689 |      65080 |                 pandas.core.arrays
import time:       523 |        523 |                 pandas.core.flags
import time:       704 |        704 |                         backports_abc
import time:      1360 |       2064 |                       pandas._libs.internals
import time:       557 |        557 |                         pandas.core._numba
import time:       770 |       1327 |                       pandas.core._numba.executor
import time:       998 |       4388 |                     pandas.core.apply
import time:      1073 |       1073 |                           pandas._libs.indexing
import time:       575 |        575 |                             pandas.core.indexes
import time:      1199 |       1199 |                                 backports_abc
import time:      1604 |       2803 |                               pandas._libs.index
import time:      1059 |       1059 |                               pandas._libs.writers
import time:      1180 |       1180 |                               pandas._libs.join
import time:       657 |        657 |                               pandas.core.array_algos.putmask
import time:       622 |        622 |                               pandas.core.indexes.frozen
import time:      2801 |       2801 |                               pandas.core.strings.accessor
import time:      2270 |      11389 |                             pandas.core.indexes.base
import time:       621 |        621 |                               pandas.core.indexes.extension
import time:       881 |       1502 |                             pandas.core.indexes.category
import time:      1188 |       1188 |                                 pandas.core.indexes.range
import time:       683 |        683 |                                   pandas.core.tools
import time:       846 |       1528 |                                 pandas.core.tools.timedeltas
import time:      1295 |       4011 |                               pandas.core.indexes.datetimelike
import time:       518 |        518 |                               pandas.core.tools.times
import time:      1303 |       5831 |                             pandas.core.indexes.datetimes
import time:      1848 |       1848 |                               pandas.core.indexes.multi
import time:       785 |        785 |                               pandas.core.indexes.timedeltas
import time:      1197 |       3829 |                             pandas.core.indexes.interval
import time:       905 |        905 |                             pandas.core.indexes.period
import time:       921 |      24951 |                           pandas.core.indexes.api
import time:      2051 |      28074 |                         pandas.core.indexing
import time:       620 |        620 |                         pandas.core.sample
import time:       576 |        576 |                         pandas.core.array_algos.replace
import time:      1492 |       1492 |                             pandas.core.internals.blocks
import time:       804 |       2296 |                           pandas.core.internals.api
import time:      1117 |       1117 |                             pandas.core.internals.base
import time:       891 |        891 |                               pandas.core.internals.ops
import time:      2806 |       3697 |                             pandas.core.internals.managers
import time:      1447 |       6261 |                           pandas.core.internals.array_manager
import time:       714 |        714 |                           pandas.core.internals.concat
import time:       694 |       9964 |                         pandas.core.internals
import time:       800 |        800 |                         pandas.core.internals.construction
import time:       554 |        554 |                           pandas.core.methods
import time:       555 |        555 |                             pandas.core.reshape
import time:       926 |       1480 |                           pandas.core.reshape.concat
import time:       826 |        826 |                               gzip
import time:        56 |         56 |                               mmap
import time:       677 |        677 |                                 pwd
import time:       636 |        636 |                                 grp
import time:      1525 |       2837 |                               tarfile
import time:       502 |        502 |                               pandas.core.shared_docs
import time:      1819 |       6039 |                             pandas.io.common
import time:      1175 |       7213 |                           pandas.io.formats.format
import time:       877 |      10123 |                         pandas.core.methods.describe
import time:       530 |        530 |                               pandas._libs.window
import time:      1496 |       2026 |                             pandas._libs.window.aggregations
import time:      1045 |       1045 |                               pandas._libs.window.indexers
import time:       843 |       1888 |                             pandas.core.indexers.objects
import time:       526 |        526 |                             pandas.core.util.numba_
import time:       529 |        529 |                             pandas.core.window.common
import time:       577 |        577 |                             pandas.core.window.doc
import time:       547 |        547 |                             pandas.core.window.numba_
import time:       521 |        521 |                             pandas.core.window.online
import time:      2170 |       2170 |                             pandas.core.window.rolling
import time:      1282 |      10062 |                           pandas.core.window.ewm
import time:      1419 |       1419 |                           pandas.core.window.expanding
import time:       618 |      12099 |                         pandas.core.window
import time:     24794 |      87046 |                       pandas.core.generic
import time:       613 |        613 |                       pandas.core.methods.selectn
import time:       486 |        486 |                         pandas.core.reshape.util
import time:       531 |        531 |                         pandas.core.tools.numeric
import time:       715 |       1731 |                       pandas.core.reshape.melt
import time:      1186 |       1186 |                         pandas._libs.reshape
import time:      1033 |       1033 |                         pandas.core.indexes.accessors
import time:       546 |        546 |                           pandas.arrays
import time:      1035 |       1581 |                         pandas.core.tools.datetimes
import time:      1202 |       1202 |                         pandas.io.formats.info
import time:      1637 |       1637 |                           pandas.plotting._core
import time:       582 |        582 |                           pandas.plotting._misc
import time:       580 |       2798 |                         pandas.plotting
import time:      4384 |      12182 |                       pandas.core.series
import time:      7940 |     109510 |                     pandas.core.frame
import time:      1397 |       1397 |                     pandas.core.groupby.base
import time:       713 |        713 |                         backports_abc
import time:      1488 |       2200 |                       pandas._libs.groupby
import time:       502 |        502 |                         pandas.core.groupby.categorical
import time:       802 |       1304 |                       pandas.core.groupby.grouper
import time:       973 |       4477 |                     pandas.core.groupby.ops
import time:       535 |        535 |                       pandas.core.groupby.numba_
import time:      9353 |       9353 |                       pandas.core.groupby.indexing
import time:      2480 |      12368 |                     pandas.core.groupby.groupby
import time:      2462 |     134599 |                   pandas.core.groupby.generic
import time:       584 |     135182 |                 pandas.core.groupby
import time:       654 |     293395 |               pandas.core.api
import time:       577 |        577 |               pandas.tseries.api
import time:       490 |        490 |                       pandas.core.computation.common
import time:       662 |       1151 |                     pandas.core.computation.align
import time:       631 |        631 |                       pandas.core.computation.scope
import time:       722 |       1353 |                     pandas.core.computation.ops
import time:       607 |       3111 |                   pandas.core.computation.engines
import time:       519 |        519 |                     pandas.core.computation.parsing
import time:      1406 |       1924 |                   pandas.core.computation.expr
import time:       575 |       5608 |                 pandas.core.computation.eval
import time:       509 |       6117 |               pandas.core.computation.api
import time:       589 |        589 |                 pandas.core.reshape.encoding
import time:      1118 |       1118 |                 pandas.core.reshape.merge
import time:      1073 |       1073 |                 pandas.core.reshape.pivot
import time:       573 |        573 |                 pandas.core.reshape.tile
import time:       566 |       3918 |               pandas.core.reshape.api
import time:       844 |        844 |                 pandas.api.extensions
import time:       541 |        541 |                 pandas.api.indexers
import time:       629 |        629 |                     pandas.core.interchange
import time:      1345 |       1974 |                   pandas.core.interchange.dataframe_protocol
import time:       581 |        581 |                     pandas.core.interchange.utils
import time:       592 |       1173 |                   pandas.core.interchange.from_dataframe
import time:       556 |       3702 |                 pandas.api.interchange
import time:       500 |        500 |                   pandas.core.dtypes.api
import time:       568 |       1068 |                 pandas.api.types
import time:      1784 |       1784 |                   pandas.core.resample
import time:      1004 |       1004 |                         pandas._libs.json
import time:       584 |        584 |                         pandas.io.json._normalize
import time:       581 |        581 |                         pandas.io.json._table_schema
import time:       710 |        710 |                                 backports_abc
import time:      1372 |       2082 |                               pandas._libs.parsers
import time:      1084 |       1084 |                                 pandas.io.parsers.base_parser
import time:       645 |       1728 |                               pandas.io.parsers.arrow_parser_wrapper
import time:       604 |        604 |                               pandas.io.parsers.c_parser_wrapper
import time:       774 |        774 |                               pandas.io.parsers.python_parser
import time:      2442 |       7629 |                             pandas.io.parsers.readers
import time:       557 |       8186 |                           pandas.io.parsers
import time:        28 |       8213 |                         pandas.io.parsers.readers
import time:      1524 |      11905 |                       pandas.io.json._json
import time:       547 |      12452 |                     pandas.io.json
import time:        25 |      12477 |                   pandas.io.json._json
import time:      1769 |       1769 |                   pandas.io.stata
import time:       609 |      16637 |                 pandas.api.typing
import time:       723 |      23513 |               pandas.api
import time:      1202 |       1202 |                     pandas._testing.contexts
import time:       756 |       1957 |                   pandas._testing._io
import time:       545 |        545 |                   pandas._testing._warnings
import time:        65 |         65 |                       cmath
import time:      1027 |       1091 |                     pandas._libs.testing
import time:       684 |       1774 |                   pandas._testing.asserters
import time:       509 |        509 |                   pandas._testing.compat
import time:       872 |       5656 |                 pandas._testing
import time:       500 |       6156 |               pandas.testing
import time:       560 |        560 |               pandas.util._print_versions
import time:       515 |        515 |                 pandas.io.clipboards
import time:       657 |        657 |                     pandas.io.excel._util
import time:       667 |        667 |                     pandas.io.excel._calamine
import time:       633 |        633 |                     pandas.io.excel._odfreader
import time:       736 |        736 |                     pandas.io.excel._openpyxl
import time:       591 |        591 |                     pandas.io.excel._pyxlsb
import time:       622 |        622 |                     pandas.io.excel._xlrd
import time:      1984 |       5887 |                   pandas.io.excel._base
import time:       612 |        612 |                   pandas.io.excel._odswriter
import time:       673 |        673 |                   pandas.io.excel._xlsxwriter
import time:       583 |       7754 |                 pandas.io.excel
import time:       607 |        607 |                 pandas.io.feather_format
import time:       494 |        494 |                 pandas.io.gbq
import time:      1037 |       1037 |                 pandas.io.html
import time:       538 |        538 |                 pandas.io.orc
import time:       997 |        997 |                 pandas.io.parquet
import time:       637 |        637 |                   pandas.compat.pickle_compat
import time:       690 |       1327 |                 pandas.io.pickle
import time:       870 |        870 |                   pandas.core.computation.pytables
import time:      2040 |       2909 |                 pandas.io.pytables
import time:       780 |        780 |                   pandas.io.sas.sasreader
import time:       549 |       1329 |                 pandas.io.sas
import time:       487 |        487 |                 pandas.io.spss
import time:      1111 |       1111 |                 pandas.io.sql
import time:      1145 |       1145 |                 pandas.io.xml
import time:       691 |      20936 |               pandas.io.api
import time:       527 |        527 |               pandas.util._tester
import time:       465 |        465 |               pandas._version_meson
import time:      1082 |     378588 |             pandas
import time:       851 |        851 |               lazy_loader
import time:       788 |        788 |                 skimage._shared
import time:       725 |       1512 |               skimage._shared.tester
import time:      1411 |       3773 |             skimage
import time:       840 |        840 |               cupy._environment
import time:       456 |        456 |               cupy._version
import time:       795 |        795 |                                 cupy_backends
import time:       750 |       1544 |                               cupy_backends.cuda
import time:       740 |       2283 |                             cupy_backends.cuda.api
import time:      1424 |       1424 |                             cupy_backends.cuda._softlink
import time:      1524 |       1524 |                             cupy_backends.cuda.api._runtime_enum
import time:      1962 |       7193 |                           cupy_backends.cuda.api.runtime
import time:       554 |        554 |                           cupy._core.syncdetect
import time:      1418 |       1418 |                           cupy._util
import time:      1551 |      10714 |                         cupy.cuda.device
import time:      1187 |       1187 |                                   fastrlock
import time:      1716 |       2903 |                                 fastrlock.rlock
import time:      1439 |       1439 |                                 cupy.cuda.memory_hook
import time:      1414 |       1414 |                                     cupy_backends.cuda.stream
import time:      1554 |       2968 |                                   cupy.cuda.graph
import time:      1588 |       4555 |                                 cupy.cuda.stream
import time:      3103 |       3103 |                                   cupy_backends.cuda.api._driver_enum
import time:      2183 |       5286 |                                 cupy_backends.cuda.api.driver
import time:      1908 |      16088 |                               cupy.cuda.memory
import time:       737 |        737 |                               cupy.exceptions
import time:      1512 |      18337 |                             cupy._core.internal
import time:      1516 |      19853 |                           cupy._core._carray
import time:      1643 |       1643 |                           cupy.cuda.texture
import time:      1499 |      22993 |                         cupy.cuda.function
import time:       613 |        613 |                         cupy_backends.cuda.libs
import time:      1705 |       1705 |                         cupy_backends.cuda.libs.nvrtc
import time:      1114 |      37138 |                       cupy.cuda.compiler
import time:       743 |        743 |                         cupy.cuda.memory_hooks.debug_print
import time:       590 |        590 |                         cupy.cuda.memory_hooks.line_profile
import time:       627 |       1959 |                       cupy.cuda.memory_hooks
import time:      1501 |       1501 |                       cupy.cuda.pinned_memory
import time:       487 |        487 |                       cupy.cuda.profiler
import time:      1356 |       1356 |                         cupy.cuda.common
import time:      2124 |       3480 |                       cupy.cuda.cub
import time:      1315 |       1315 |                       cupy_backends.cuda.libs.nvtx
import time:      1685 |       1685 |                       cupy.cuda.thrust
import time:       902 |      48463 |                     cupy.cuda
import time:        70 |      48533 |                   cupy.cuda.device
import time:      1495 |       1495 |                     cupy._core._dtype
import time:      1560 |       3055 |                   cupy._core._scalar
import time:      1663 |       1663 |                     cupy._core._accelerator
import time:      1400 |       1400 |                     cupy._core._memory_range
import time:       717 |        717 |                     backports_abc
import time:      1475 |       1475 |                     cupy_backends.cuda.libs.cutensor
import time:      1390 |       1390 |                     cupy._core._fusion_thread_local
import time:     38351 |      44995 |                   cupy._core._kernel
import time:       593 |        593 |                     cupy._core._ufuncs
import time:      1873 |       2466 |                   cupy._core._routines_manipulation
import time:      1437 |       1437 |                   cupy._core._routines_binary
import time:      1426 |       1426 |                       cupy._core._optimize_config
import time:       702 |        702 |                         backports_abc
import time:     14564 |      15266 |                       cupy._core._cub_reduction
import time:      1724 |      18415 |                     cupy._core._reduction
import time:      1448 |       1448 |                     cupy_backends.cuda.libs.cutensor
import time:      2479 |      22341 |                   cupy._core._routines_math
import time:      1804 |       1804 |                   cupy._core._routines_indexing
import time:      1561 |       1561 |                   cupy._core._routines_linalg
import time:      1572 |       1572 |                   cupy._core._routines_logic
import time:      1444 |       1444 |                   cupy._core._routines_sorting
import time:      1482 |       1482 |                     cupy_backends.cuda.libs.cutensor
import time:      2007 |       3489 |                   cupy._core._routines_statistics
import time:      1508 |       1508 |                   cupy._core.dlpack
import time:       699 |        699 |                   backports_abc
import time:      1354 |       1354 |                   cupy._core.flags
import time:      2833 |     139083 |                 cupy._core.core
import time:       715 |        715 |                   backports_abc
import time:       675 |        675 |                     backports_abc
import time:       667 |        667 |                       backports_abc
import time:       628 |        628 |                       cupy._core._fusion_interface
import time:      1563 |       1563 |                       cupy._core._fusion_variable
import time:       498 |        498 |                         cupy._core._codeblock
import time:       742 |       1240 |                       cupy._core._fusion_op
import time:       492 |        492 |                       cupy._core._fusion_optimization
import time:      1751 |       6338 |                     cupy._core._fusion_trace
import time:      1543 |       1543 |                     cupy._core._fusion_kernel
